Date,Product,Region,Radio Contribution,TV Contribution,Social Contribution,Search Contribution,Website Contribution,Store Contribution,Radio Spend,TV Spend,Social Spend,Search Spend,Website Spend,Store Spend,Total Sales,Total Investment,Impact
26-06-2022,Product A,Region 1,4406.200059,2644.066653,3165.427223,3524.645836,2657.666778,2557.025412,990.8194966,1729.138463,1751.447274,945.8095336,1389.946448,815.5026089,9732.376607,7622.663824,11332.36814
26-06-2022,Product A,Region 2,3216.004721,2879.580967,1318.949893,2860.278308,2392.508899,2119.477105,1677.563329,1423.783027,1423.141751,892.5112787,865.0892805,1198.172105,9148.830484,7480.260772,7306.539122
26-06-2022,Product A,Region 3,4909.714622,1664.941713,4933.692109,3913.70608,1617.298649,3054.873981,1953.660877,1059.542251,1095.714202,1841.916039,1462.403184,1209.847403,18386.68496,8623.083956,11471.1432
26-06-2022,Product B,Region 1,4966.296682,3673.817484,4343.743614,1950.263327,2105.569718,3811.957066,1589.538398,1491.509039,834.1800571,1200.182147,1001.763713,1458.082904,17927.62303,7575.256258,13276.39163
26-06-2022,Product B,Region 2,2773.143003,3506.790371,1890.089422,1248.916122,1451.850055,2456.448464,1965.018271,1832.613179,1423.803264,781.190514,1469.996789,1277.877923,6743.631504,8750.499939,4576.737499
26-06-2022,Product B,Region 3,1522.813569,2578.804005,4639.921429,3284.784571,1338.059134,3041.287409,1555.557704,509.1424118,1860.807929,1999.128148,998.6075471,1215.169853,13563.99342,8138.413592,8267.256524
26-06-2022,Product C,Region 1,2793.449787,2288.22276,1614.373122,1497.470423,4568.571779,4899.943442,1880.739604,1443.182995,1818.46346,1552.502939,1043.626127,1439.092469,8774.127677,9177.607593,8484.423721
26-06-2022,Product C,Region 2,2221.57302,3009.319354,4947.63467,3234.5214,4039.704867,3943.674252,1415.456427,1638.054709,1709.090557,904.9064003,1665.829954,1104.149128,14383.48691,8437.487174,12958.94039
26-06-2022,Product C,Region 3,4622.758397,1155.678304,1698.118069,4306.533965,1616.541579,1607.102079,1060.723344,512.5253932,556.0788619,1461.691586,1998.463378,1730.708613,6222.617142,7320.191177,7686.541217
03-07-2022,Product A,Region 1,3357.952575,3271.440913,4698.483421,2839.990319,2879.524812,3620.025849,1545.230088,1031.039602,1790.431001,1354.453156,1446.163453,1416.398754,18955.60623,8583.716054,12083.70183
03-07-2022,Product A,Region 2,1444.764183,1428.759479,3826.014275,3155.620564,4526.836685,3999.065927,796.5881851,735.8461844,951.1659942,1086.274549,1649.889407,1044.290815,17893.72308,6264.055135,12117.00598
03-07-2022,Product A,Region 3,1369.253011,3124.534686,1708.030976,3674.229796,2420.293537,2192.123846,1958.381078,801.6479846,1096.91489,1239.118143,1071.220644,1672.094598,17670.35741,7839.377338,6649.088515
03-07-2022,Product B,Region 1,2840.758756,2857.77712,4143.454456,3292.360706,4740.120108,2254.95879,529.6396193,695.6216819,1821.181427,586.9175035,1558.341741,1165.526252,15373.7454,6357.228225,13772.20171
03-07-2022,Product B,Region 2,2568.458687,1629.778954,2811.230674,3970.928976,2941.910937,2845.991322,988.9884407,1495.729978,948.0518656,654.5904921,864.7916504,840.3495707,10193.66411,5792.501997,10975.79755
03-07-2022,Product B,Region 3,2238.86271,4542.445268,4235.952797,4591.046802,4084.631826,3994.968957,1273.41435,505.4582494,634.0789393,672.7535719,795.8367545,1853.358939,7380.597676,5734.900804,17953.00756
03-07-2022,Product C,Region 1,1323.129135,3851.620016,4511.163472,3642.773554,1073.323719,4872.453499,1490.282911,1954.82453,1984.175905,968.5539328,1724.470337,1376.551739,16583.8722,9498.859354,9775.604041
03-07-2022,Product C,Region 2,4069.149631,4879.941853,1072.929031,4845.180497,2824.480357,4542.417795,1337.251405,1488.558609,1773.478227,1148.532526,1116.398645,974.4512131,14500.62382,7838.670625,14395.42854
03-07-2022,Product C,Region 3,4193.8175,3929.443688,4810.643271,4679.351269,1051.20454,1098.376256,701.6331082,1199.38861,613.7794489,1177.234827,1950.729496,883.9610687,17372.78005,6526.726558,13236.10996
10-07-2022,Product A,Region 1,1311.447131,3062.95887,1227.297495,4175.35727,2667.820361,2559.947479,983.9819002,1888.965418,1949.060295,1981.155684,1392.785003,1174.815249,6720.323093,9370.763549,5634.065058
10-07-2022,Product A,Region 2,1468.606891,1560.948052,4845.72597,3263.852364,1892.772326,1945.258338,785.3389559,1139.962877,1044.495711,584.9650968,1205.85175,584.3903697,7681.144566,5345.004761,9632.159182
10-07-2022,Product A,Region 3,3422.616637,4124.109905,2931.915614,2411.083407,3312.807193,4670.695211,1276.707924,1773.670864,1129.218104,889.3900446,825.6022764,1739.867463,10004.09791,7634.456676,13238.77129
10-07-2022,Product B,Region 1,3556.696284,1426.770213,1164.454306,4564.919139,1840.166723,4340.451854,1058.914825,1656.900994,1872.224679,529.8747847,1046.199319,602.9280967,15055.84015,6767.042698,10126.41582
10-07-2022,Product B,Region 2,4370.261373,1684.312896,4269.489884,1694.907194,3743.387441,3008.241428,586.4001095,1106.358798,1426.894453,1768.598873,1742.275333,1847.481728,16672.68148,8478.009294,10292.59092
10-07-2022,Product B,Region 3,2829.87481,3823.063847,4655.195094,4712.481947,4039.369192,1124.785084,928.0868203,1737.289334,1654.824478,600.8881409,1087.524086,1592.996013,14564.64786,7601.608872,13583.1611
10-07-2022,Product C,Region 1,3810.661937,4571.955037,4101.873162,2150.26069,4315.167619,1466.20384,658.3794891,1725.668507,1599.347302,1134.465609,1154.713972,1142.532628,18456.18991,7415.107507,13001.01478
10-07-2022,Product C,Region 2,1960.320678,2937.476108,2469.183113,1386.803819,1250.821903,2045.649156,1772.810942,1290.325143,1557.308459,1548.703976,1033.817519,1927.789785,19748.82012,9130.755824,2919.498954
10-07-2022,Product C,Region 3,3937.918176,4944.420167,3509.362929,4820.709727,3779.227187,4402.888729,1238.940031,1907.239245,867.9797179,1864.939561,718.3495082,1623.670885,15725.98658,8221.118948,17173.40797
17-07-2022,Product A,Region 1,1500.730049,2611.70373,4071.983767,4561.244242,4045.86771,2771.386717,1571.873396,684.5911345,934.7332848,848.3676754,1926.351747,940.2751278,19986.39481,6906.192366,12656.72385
17-07-2022,Product A,Region 2,4327.194976,4780.695131,2291.919962,3707.131787,1321.869753,3286.543993,1958.84118,1690.713314,1177.012101,908.4446125,551.0880484,1450.97084,18403.89728,7737.070095,11978.28551
17-07-2022,Product A,Region 3,3966.924702,2547.263109,1672.878245,4781.423919,3102.273022,3785.782764,1144.602252,953.0050119,654.5898329,906.3078078,1270.61639,1675.940223,18222.57593,6605.061518,13251.48424
17-07-2022,Product B,Region 1,4035.823095,4615.77389,4206.662371,3012.429666,2501.602849,3049.236136,1715.503526,1909.186976,1232.803888,727.4451094,1852.667417,752.3872262,13703.98436,8189.994143,13231.53386
17-07-2022,Product B,Region 2,2101.698688,2465.784745,1847.80882,1323.419599,2445.727062,1792.281314,1047.775775,1585.24904,645.7996962,1135.04596,1146.701674,1281.327793,8126.46682,6841.899939,5134.820289
17-07-2022,Product B,Region 3,3811.040675,1991.941279,1412.117307,3453.664703,2336.271305,2418.849485,587.1503334,890.4755322,507.2264427,906.1873657,1245.451784,1567.017452,18090.4518,5703.508909,9720.375845
17-07-2022,Product C,Region 1,1792.1411,3670.517116,4486.495814,3635.07699,3236.034032,4733.313517,862.6373382,1665.176028,1422.754199,1916.599482,1627.777922,1202.925347,7861.319107,8697.870318,12855.70825
17-07-2022,Product C,Region 2,4976.816976,4388.749232,1986.485587,3181.189906,2708.549714,2071.018898,992.1393898,862.4556391,1330.268854,1465.140371,508.6020923,608.7754409,11900.21392,5767.381788,13545.42853
17-07-2022,Product C,Region 3,2666.10642,1929.57538,1606.502489,4049.962397,3433.443667,4956.910965,1209.641558,1165.89673,655.1477963,1255.995949,1275.223696,1978.19518,13834.43042,7540.100909,11102.40041
24-07-2022,Product A,Region 1,1198.531405,4572.75605,1009.870053,2156.047211,3916.901384,4675.594627,1721.336809,502.5065861,872.2932523,1068.749187,1729.234948,1462.160175,10882.53794,7356.280958,10173.41977
24-07-2022,Product A,Region 2,3702.408981,4665.897519,3396.659691,3923.59767,4408.804267,2409.667951,875.343322,539.7447161,1690.466892,1523.966868,649.3088708,1401.561369,8883.039736,6680.392038,15826.64404
24-07-2022,Product A,Region 3,3033.963403,2790.145492,1877.801702,1273.945062,2415.044348,4232.471069,1554.981454,1015.462573,1925.66676,847.5919374,1567.180798,1641.638889,11497.60385,8552.522412,7070.848664
24-07-2022,Product B,Region 1,2531.040997,4124.832732,2675.988546,4330.324574,2511.507168,1936.91143,1488.840795,650.574119,1636.487857,597.4125633,1284.702262,702.3171288,13293.28465,6360.334726,11750.27072
24-07-2022,Product B,Region 2,4778.945776,3774.633817,4797.933683,2458.502362,4002.237105,4763.42524,1453.608736,1056.145131,855.1616076,870.9565731,1026.548177,628.7085041,10839.76634,5891.12873,18684.54925
24-07-2022,Product B,Region 3,1718.557725,4989.08794,3775.920521,4296.176739,3043.210238,4532.800364,1737.360329,1697.645349,885.6480362,643.160352,1606.903513,1781.990133,11079.28511,8352.707712,14003.04581
24-07-2022,Product C,Region 1,3295.008622,1037.13365,1002.809015,3793.321016,1538.117227,1209.331002,908.2704655,1718.539423,1297.666517,1651.94012,1414.683504,1724.814417,9808.579102,8715.914447,3159.806086
24-07-2022,Product C,Region 2,1368.351141,2422.086902,2071.709328,1393.69187,1220.897147,3068.887291,1039.272495,881.3642008,1630.451363,1350.356028,669.7090628,779.4386345,11787.91011,6350.591784,5195.031896
24-07-2022,Product C,Region 3,3534.030727,3867.67139,2996.902192,2498.543362,2069.063442,2595.771394,962.0189807,1045.761355,619.0677202,1615.439128,733.3680936,1251.053563,17295.98834,6226.708841,11335.27367
31-07-2022,Product A,Region 1,2491.815533,2904.158871,1854.444678,2936.774431,3102.043306,1087.959385,1047.725002,920.0921496,1943.609242,1073.993509,977.1773945,831.6386834,8716.215925,6794.23598,7582.960223
31-07-2022,Product A,Region 2,3212.494491,2751.023766,1110.247701,1879.326974,2140.546,3752.857489,501.2966409,1360.913753,1792.390369,1282.762053,1290.655527,1610.484388,11251.03195,7838.50273,7007.993691
31-07-2022,Product A,Region 3,3150.886365,3256.451028,3728.049382,1057.139173,2907.516519,4359.279884,1013.107817,1793.893952,1472.062331,752.5590589,762.7861034,797.5626112,16586.15284,6591.971873,11867.35048
31-07-2022,Product B,Region 1,4300.72571,3370.590757,3985.713319,3604.211852,2265.376711,4154.60076,1365.789786,1096.480105,1839.925594,1738.280563,1847.381897,673.0555066,6550.626097,8560.913452,13120.30566
31-07-2022,Product B,Region 2,3624.757183,4892.018154,1238.304258,4258.229262,1317.962878,3380.382186,1888.372868,763.2090267,1237.417654,1488.435578,1035.339757,1591.887836,13671.03477,8004.662719,10706.9912
31-07-2022,Product B,Region 3,4970.212359,3826.202893,1060.842431,1154.094856,3758.75895,4951.026466,1811.372846,1015.191144,991.7874356,1134.740783,526.9622082,519.0865853,8781.475238,5999.141002,13721.99695
31-07-2022,Product C,Region 1,3122.214473,3256.085843,1979.973419,3903.451903,2709.164697,1156.085901,1907.40025,602.2258765,1436.208859,535.7803971,1896.729878,1747.486003,17010.43786,8125.831263,8001.144973
31-07-2022,Product C,Region 2,4582.815152,2710.582821,3847.620489,3178.910768,1953.401501,3021.301872,1038.676445,1885.89498,1701.594557,1883.438385,1322.901698,1790.356158,16874.52528,9622.862224,9671.770379
31-07-2022,Product C,Region 3,3782.67794,3324.391218,3002.495402,2709.642711,2797.298285,4052.127045,937.4710263,802.918085,1124.006509,1356.932518,1249.773869,546.7016427,14115.44446,6017.803649,13650.82895
07-08-2022,Product A,Region 1,4714.745949,3190.252585,3697.135107,2800.694509,1020.444496,2609.894648,1347.063329,1204.005453,796.2473063,1302.071325,1836.570655,1227.226119,11735.77999,7713.184187,10319.98311
07-08-2022,Product A,Region 2,3896.555772,3533.787017,3028.070206,4005.861821,2923.966699,2630.61747,1824.748673,1292.343868,1350.252413,1303.322296,793.9968061,759.6227414,18506.70987,7324.286797,12694.57219
07-08-2022,Product A,Region 3,3597.747222,3981.71107,2055.88244,3708.547051,1849.769441,4526.495449,947.9373922,1405.752301,1917.125398,680.0258187,1150.753588,724.2807027,8066.455114,6825.875201,12894.27747
07-08-2022,Product B,Region 1,3473.149082,1417.636099,3710.635863,1292.144133,1871.874606,1926.172381,1299.870873,1003.036268,1465.92628,1879.55156,1850.193947,508.3322705,6740.021755,8006.911199,5684.700966
07-08-2022,Product B,Region 2,3909.693392,2288.663533,2941.676145,3810.003664,3302.121332,4130.492018,1382.746859,1626.052767,1513.409611,1082.907229,566.3233804,1575.702907,18369.42897,7747.142753,12635.50733
07-08-2022,Product B,Region 3,1318.982283,2665.617161,1551.106309,4528.447623,2059.655302,2048.913114,1253.862289,1849.309843,823.0088444,1564.241481,1551.189338,637.7600381,12564.11798,7679.371834,6493.349957
07-08-2022,Product C,Region 1,4403.164211,1040.374096,3037.027239,3666.151336,2388.480076,2980.07046,594.0170795,854.0276674,1531.671777,1588.820462,1756.005783,1500.189205,5950.605514,7824.731973,9690.535444
07-08-2022,Product C,Region 2,1132.048665,1951.566657,1878.264017,3723.728809,2592.904732,2535.913389,1321.459496,1116.300502,839.6424319,1803.913314,844.2168469,1902.276475,14481.86441,7827.809066,5986.617203
07-08-2022,Product C,Region 3,3655.925286,3839.734722,4803.234331,4227.962157,4202.108283,3955.451429,1962.074006,650.7979533,1467.14551,1858.006258,1338.990149,1576.732061,18074.80465,8853.745937,15830.67027
14-08-2022,Product A,Region 1,4464.515447,4663.391475,2162.153986,4282.2034,3042.287726,1254.39659,1213.73696,1196.390957,1049.153799,658.3558894,1045.736013,1938.220608,5396.720113,7101.594226,12767.3544
14-08-2022,Product A,Region 2,4387.171552,1595.873874,1306.144986,1700.626825,2394.617334,4345.813391,1934.76098,737.8220131,1620.324859,579.6403253,1093.687889,1006.105246,15514.69096,6972.341312,8757.906651
14-08-2022,Product A,Region 3,4058.356832,3944.278832,3838.385918,4275.491081,2638.589499,2359.629227,1641.776687,1318.077202,1649.014964,1492.216188,517.0777223,1127.508546,16348.23053,7745.671309,13369.06008
14-08-2022,Product B,Region 1,3906.93738,4275.932808,4090.24268,4531.457202,2497.55291,2716.017394,1956.20257,749.8704103,635.2036514,1283.629701,904.5743684,1748.54798,8772.354502,7278.02868,14740.11169
14-08-2022,Product B,Region 2,1050.488058,3674.690535,4723.911365,3603.784386,4506.942965,2247.699335,626.7465368,1838.121364,1026.593118,700.1143224,1894.759524,803.3153597,8061.643313,6889.650225,12917.86642
14-08-2022,Product B,Region 3,3854.0149,4381.08746,4034.98722,3111.280536,1469.237817,1809.086774,962.8831125,1097.348797,1514.895769,689.4832153,1138.620043,1382.590328,13105.00825,6785.821265,11873.87344
14-08-2022,Product C,Region 1,1528.327912,1061.835522,2180.298601,3671.389276,4431.639799,2530.586747,1300.053083,705.2503838,1249.228043,640.0924183,1702.255262,833.1372024,11786.16088,6430.016392,8974.061464
14-08-2022,Product C,Region 2,2958.711143,4036.973786,1537.831554,1969.414794,4434.718181,4299.995657,581.9960842,578.5161534,603.0223242,1361.55559,1196.239582,1259.368882,6725.764403,5580.698615,13656.9465
14-08-2022,Product C,Region 3,2564.335693,4509.919435,3723.593957,1708.249598,3279.469627,1591.344245,1774.485342,1971.222914,1140.110735,1665.983301,1554.415311,861.0918991,10432.39404,8967.309501,8409.603053
21-08-2022,Product A,Region 1,4927.912772,1323.30747,3124.515703,3451.104682,4020.775486,1644.588413,695.9310938,1728.343739,543.9774757,1402.414857,1984.8669,1822.088615,7946.836811,8177.62268,10314.58185
21-08-2022,Product A,Region 2,3547.333201,1189.275422,4059.410038,3058.354533,3750.893788,1098.116433,1246.938487,997.4240864,1106.909216,1796.885757,1554.762826,1049.728288,19493.35647,7752.648661,8950.734754
21-08-2022,Product A,Region 3,1656.86232,2982.316025,2944.330093,3154.283649,1894.555677,4845.056864,829.6210567,1756.441536,598.7610846,1679.165537,822.7135595,1415.26085,16555.26904,7101.963623,10375.44101
21-08-2022,Product B,Region 1,4994.521202,1249.117471,4893.601221,3653.074493,2249.858015,2182.328412,641.5922935,1542.763201,906.8792442,1828.037722,609.7277569,1043.728436,18965.2224,6572.728653,12649.77216
21-08-2022,Product B,Region 2,2202.89003,1022.136333,4136.321077,2972.238003,1072.49152,3694.326181,1119.34836,1808.685621,1444.90492,1351.345259,835.4023869,1011.624842,7419.302736,7571.311389,7529.091755
21-08-2022,Product B,Region 3,1854.632116,3732.343484,1253.927501,3081.955828,4341.225117,4468.954998,626.7937828,1435.390339,658.6364426,1362.117765,923.7450102,1736.270337,12730.39398,6742.953676,11990.08537
21-08-2022,Product C,Region 1,4754.442163,3617.889144,4025.362875,2461.636051,2971.914083,2879.82659,550.873931,1855.122635,1340.831995,1619.987898,532.2255228,1644.567059,18512.27336,7543.609041,13167.46187
21-08-2022,Product C,Region 2,4442.272272,3945.383011,2862.185377,1294.432345,1754.210476,1713.890742,1390.410306,1770.863008,1356.140093,1004.355556,1870.548191,829.3866167,13986.61011,8221.70377,7790.670452
21-08-2022,Product C,Region 3,4171.281924,4671.495381,3566.884208,3270.3993,3473.314781,1196.353639,1145.139887,1188.137053,673.3881053,1739.746573,1899.758721,660.6863006,19534.39149,7306.856641,13042.87259
28-08-2022,Product A,Region 1,2677.250449,3994.732708,2707.463075,2294.921956,2743.900902,2513.956599,867.4489784,1634.70061,961.1768712,1553.11321,717.2886973,730.4784219,19273.59168,6464.206788,10468.0189
28-08-2022,Product A,Region 2,4596.438738,1283.597557,3576.5434,4533.796494,1728.597933,3946.462466,1136.799897,774.1089709,1875.473852,1406.499999,1048.550749,1503.54181,7834.154687,7744.975278,11920.46131
28-08-2022,Product A,Region 3,4089.599584,4595.221505,3863.636839,2806.367814,3799.52979,3631.049522,1264.591343,1719.188711,899.1770557,1232.444608,1301.725159,1792.646631,10712.32265,8209.773508,14575.63155
28-08-2022,Product B,Region 1,2298.596684,2994.073085,1912.045146,4497.89764,2959.950029,2924.419839,1524.013771,1201.141961,1208.18865,1611.088298,784.533392,1491.673186,18317.16343,7820.639257,9766.343165
28-08-2022,Product B,Region 2,1935.111604,3528.364486,1921.470224,1777.311061,2483.188666,2566.063635,736.4572287,1222.681677,906.3434695,626.8754403,1753.125156,1466.692848,8163.157738,6712.17582,7499.333856
28-08-2022,Product B,Region 3,2660.066192,4072.899924,3488.853992,3560.917345,2371.289341,1160.243392,552.7181842,857.6431687,1559.708163,1813.661615,1028.743796,787.847342,11032.53739,6600.322269,10713.94792
28-08-2022,Product C,Region 1,3737.279044,2615.148546,1082.506926,2617.589554,3838.872168,4024.839392,819.5554902,1164.45378,1786.734589,880.6260564,841.0085207,1187.843487,13006.83105,6680.221924,11236.01371
28-08-2022,Product C,Region 2,1563.827134,2455.135949,3049.291387,1183.280595,1159.910623,2522.565975,1326.470496,1226.467936,1502.555909,1511.529653,586.6764843,1348.575745,8254.228998,7502.276222,4431.735441
28-08-2022,Product C,Region 3,1182.368604,4790.432356,4701.412342,4343.662204,4805.020678,4205.844803,1981.313994,1615.240824,1187.968104,1508.900527,1370.620152,747.5127795,6845.932542,8411.55638,15617.18461
04-09-2022,Product A,Region 1,4444.070793,4738.626214,2562.709032,2316.79814,1923.208111,2212.265398,1417.969115,1558.814078,535.4234059,999.9770622,1984.524601,1707.46785,9350.546688,8204.176112,9993.501577
04-09-2022,Product A,Region 2,2365.400797,4103.929831,4259.969842,4164.475987,3937.078583,4803.139726,1962.363478,990.263376,1719.904183,1652.563083,1246.030246,965.4154502,16148.55777,8536.539816,15097.45495
04-09-2022,Product A,Region 3,3415.724202,4226.613905,1073.235065,3348.077286,3404.920388,4012.08677,1693.662165,1634.079918,1422.008667,1538.278768,776.1099071,1895.125969,7412.944455,8959.265395,10521.39222
04-09-2022,Product B,Region 1,3252.354508,2556.159868,2239.886693,4099.520198,2346.493004,2560.189235,1334.438641,1858.962324,823.1935044,1204.288342,1840.476769,944.0065863,18395.72366,8005.366166,9049.23734
04-09-2022,Product B,Region 2,2171.680981,1846.498753,3988.95798,2910.44766,1793.784627,1127.801925,802.2279851,958.6487735,1640.03736,1095.478306,1174.67064,1317.025399,15250.27546,6988.088463,6851.083463
04-09-2022,Product B,Region 3,4830.427331,4103.915973,2956.76229,3575.704546,4172.130328,4600.518145,1898.525771,1274.321379,784.7847751,761.3731457,1636.202027,1603.277868,18275.67577,7958.484966,16280.97365
04-09-2022,Product C,Region 1,4782.586653,3264.124125,4080.790069,4301.860518,4489.633805,4834.536418,1840.573274,1114.152492,520.4385018,1068.081851,1542.756849,1657.212101,19215.35187,7743.215068,18010.31652
04-09-2022,Product C,Region 2,4730.162014,3774.368405,3092.843607,3922.84352,2448.497002,2926.160303,1136.693591,558.5420408,1918.433547,1014.478914,1532.368302,615.8374441,14356.69644,6776.353837,14118.52102
04-09-2022,Product C,Region 3,2963.613061,2746.207078,2010.977058,2914.481663,3048.159937,1918.894142,568.0299121,583.9695772,558.0845298,1311.100886,1260.721062,1832.343473,6657.835753,6114.249441,9488.083498
11-09-2022,Product A,Region 1,4094.093923,1918.484866,3038.563241,1731.468565,1130.965929,3684.849516,1931.175887,1694.74522,1774.800963,1051.439484,1155.529197,1307.001239,5435.188607,8914.691989,6683.734052
11-09-2022,Product A,Region 2,4613.894251,4495.1064,1641.467789,4364.192261,1553.811478,4698.418994,1185.06148,752.2652862,1636.608277,1909.200179,1702.835079,802.0592133,11844.57585,7988.029514,13378.86166
11-09-2022,Product A,Region 3,2972.740303,3932.606087,4129.523561,4829.248435,3833.328305,3354.192003,686.4624764,890.844606,689.6821828,848.4500229,1883.26295,1485.927827,14721.11989,6484.630065,16567.00863
11-09-2022,Product B,Region 1,4199.723167,4302.157473,1601.113526,1039.098474,2942.453078,3896.959803,1068.229865,1344.762385,1759.950105,810.8159625,1389.102219,1750.552385,6860.625549,8123.412922,9858.0926
11-09-2022,Product B,Region 2,2707.966223,2172.296886,4616.739449,2887.843387,3391.559912,1099.706476,1465.384636,1404.792124,501.1169358,940.3707244,1640.724852,813.7075319,15873.56807,6766.096804,10110.01553
11-09-2022,Product B,Region 3,4762.720113,4230.300307,2544.704246,1670.86449,4861.471966,1388.849654,820.4726311,1013.189319,1163.859773,746.962067,889.3948071,1339.11625,8335.250659,5972.994848,13485.91593
11-09-2022,Product C,Region 1,1957.410775,1970.083049,1219.222584,1610.33789,1558.935899,3456.773354,979.5716661,1204.344528,1272.883756,692.9551481,1607.574898,1832.067505,12197.31225,7589.397501,4183.366051
11-09-2022,Product C,Region 2,1228.758769,1011.14128,2867.665029,1705.033383,2608.839205,4590.310957,1371.788634,1825.838512,1026.457252,1022.264319,1474.14194,1651.462542,18590.8224,8371.953198,5639.795424
11-09-2022,Product C,Region 3,1933.829385,4291.269095,3360.964922,1005.936474,3588.636548,4929.362224,719.6598454,997.6517862,1558.33175,1215.034364,1358.182766,1408.868789,18415.35646,7257.729299,11852.26935
18-09-2022,Product A,Region 1,3779.054428,2077.824279,3278.491537,4184.516135,4452.907333,2107.18376,620.8841185,1343.849474,1644.295282,919.9799089,1759.584564,777.4843632,17197.01211,7066.077711,12813.89976
18-09-2022,Product A,Region 2,1402.940604,2186.152721,3489.421114,4212.298545,2077.025932,2992.553298,1992.847749,843.094618,1198.877086,1528.337121,1068.016205,1485.006383,8290.505565,8116.179162,8244.213052
18-09-2022,Product A,Region 3,1458.547758,4811.357317,3447.735939,1992.597393,4382.838899,1097.068003,1968.470169,1557.60578,1988.427945,1859.528542,1409.009637,814.2159902,9504.772852,9597.258063,7592.887246
18-09-2022,Product B,Region 1,4044.298933,4412.258999,2526.386687,2894.101719,2098.122318,2442.494807,1677.993963,1563.994854,1532.074289,904.1695703,999.2343735,872.5477683,8156.46126,7550.014819,10867.64864
18-09-2022,Product B,Region 2,2075.681895,4914.339577,1528.822423,2450.479666,3044.214621,4149.757547,1928.013623,1928.095723,1655.923882,1037.085642,1264.161189,513.868902,18408.74055,8327.148962,9836.146767
18-09-2022,Product B,Region 3,1570.567301,4830.956793,1374.787048,3617.576412,4315.166736,1661.089159,1459.551005,1447.420848,554.9856465,810.3367091,1591.916521,534.2488714,17303.1053,6398.459601,10971.68385
18-09-2022,Product C,Region 1,3255.996087,2299.44573,4668.326442,3326.705649,1630.745968,4925.893661,1376.974652,1382.86457,1088.849309,1363.457188,972.1291821,1704.71231,18147.40506,7888.987212,12218.12633
18-09-2022,Product C,Region 2,2387.804789,2656.168978,1909.613586,1245.379504,3632.437269,3778.314224,1124.795503,1797.843139,606.2117722,1813.10328,1411.09321,1760.902022,13116.10804,8513.948925,7095.769425
18-09-2022,Product C,Region 3,3700.020288,1718.57985,1314.149018,2202.036471,4580.963113,2611.091055,1254.805604,1910.381482,1956.586697,1819.101898,1502.644171,1135.755642,7162.425406,9579.275494,6547.564302
25-09-2022,Product A,Region 1,3096.519059,3703.101167,4296.623432,1123.389872,4296.388044,3066.483229,634.4736456,1930.754249,1591.040344,680.0262514,1298.228171,1058.863977,14396.46375,7193.386637,12389.11817
25-09-2022,Product A,Region 2,1177.632303,4784.225135,2762.033086,3103.237743,2948.283216,1341.017129,777.9381874,1037.842415,1960.718426,1469.166432,1875.102171,1110.144431,10723.97838,8230.912062,7885.516549
25-09-2022,Product A,Region 3,1694.570398,3327.732784,2520.270307,1833.343612,2232.174063,4504.050089,1604.902579,1026.238996,1073.815098,1619.319078,850.42307,1810.587863,9739.012108,7985.286684,8126.85457
25-09-2022,Product B,Region 1,3215.343463,3129.637159,2008.610369,4305.95048,2198.367047,3297.637976,862.4263919,639.0213749,1625.948319,1761.339821,757.8041894,913.8431783,14902.41055,6560.383274,11595.16322
25-09-2022,Product B,Region 2,2980.396967,1826.743006,3241.116841,1218.866272,4912.516241,3440.123928,1238.532443,1788.043432,808.1942124,1042.481111,1941.861149,1427.111732,17132.27944,8246.224078,9373.539177
25-09-2022,Product B,Region 3,2384.445066,4074.217187,4982.115363,1716.957007,4101.013252,2775.294227,968.2609168,1260.394609,1658.17246,1759.157512,815.538834,616.1311168,11383.14386,7077.655449,12956.38665
25-09-2022,Product C,Region 1,2229.666784,1378.830756,3311.754419,2511.828794,3573.328117,3027.351016,556.0643632,1074.118508,1741.485874,1310.012188,1410.898386,866.3793684,17220.51225,6958.958687,9073.801198
25-09-2022,Product C,Region 2,1987.562008,2247.133385,3098.685544,1592.890412,4244.416485,4562.352648,795.7560181,875.1228697,673.5474887,1822.49172,703.3390069,1625.49887,13128.49193,6495.755974,11237.28451
25-09-2022,Product C,Region 3,2271.055455,4815.77784,3227.945354,1995.050251,1319.606772,3156.372139,1731.906395,1269.126204,1351.862747,1043.917711,1042.404095,922.7657528,6002.068331,7361.982905,9423.824906
02-10-2022,Product A,Region 1,3255.960555,2014.495392,2954.362352,2550.968455,2013.201573,2976.377147,941.8866609,1551.468637,635.1943957,1620.993931,1700.323452,1527.287318,6363.919345,7977.154395,7788.21108
02-10-2022,Product A,Region 2,1335.504458,2081.81698,4815.249377,2344.329746,3257.126138,2904.070836,1512.482545,1233.083955,861.3775665,602.2694627,1713.303444,1135.002399,8396.926583,7057.519372,9680.578162
02-10-2022,Product A,Region 3,4627.963222,3822.691845,4572.503934,4526.520394,2080.307605,2418.884955,1606.656569,1710.625682,584.5901918,969.2884879,1273.11673,1545.675768,18240.25227,7689.953429,14358.91852
02-10-2022,Product B,Region 1,2329.037262,4757.62456,1506.520527,2665.889103,4805.160874,2631.976658,1470.161174,1521.755088,868.5977989,1131.751117,730.0931965,1169.80823,10652.68151,6892.166605,11804.04238
02-10-2022,Product B,Region 2,3976.243589,1912.356793,2769.844895,2931.427048,4743.960297,1204.821897,1708.665451,1951.321071,537.531985,1684.49061,1298.004952,1205.697845,13875.37488,8385.711914,9152.942604
